index,title,cast,director,keywords,genres,soup
8090,Salesman,[],albertmaysles,"['bible', 'suspense', 'poorpeople']","['documentary', 'drama']","['bible', 'suspense', 'poorpeople', 'albertmaysles', 'documentary', 'drama']"
8091,Collateral,"['tomcruise', 'jamiefoxx', 'jadapinkettsmith']",michaelmann,"['california', 'taxi', 'assassin']","['drama', 'crime', 'thriller']","['california', 'taxi', 'assassin', 'tomcruise', 'jamiefoxx', 'jadapinkettsmith', 'michaelmann', 'drama', 'crime', 'thriller']"
8092,Little Black Book,"['brittanymurphy', 'hollyhunter', 'kathybates']",nickhurran,['plan'],"['comedy', 'romance', 'drama']","['plan', 'brittanymurphy', 'hollyhunter', 'kathybates', 'nickhurran', 'comedy', 'romance', 'drama']"
8093,Code 46,"['timrobbins', 'samanthamorton', 'nabilelouahabi']",michaelwinterbottom,"['seattle', 'shanghai', 'future']","['drama', 'romance', 'sciencefiction']","['seattle', 'shanghai', 'future', 'timrobbins', 'samanthamorton', 'nabilelouahabi', 'michaelwinterbottom', 'drama', 'romance', 'sciencefiction']"
8094,In the Soup,"['stevebuscemi', 'seymourcassel', 'jenniferbeals']",alexandrerockwell,['independentfilm'],['comedy'],"['independentfilm', 'stevebuscemi', 'seymourcassel', 'jenniferbeals', 'alexandrerockwell', 'comedy']"
8095,They Came to Cordura,"['garycooper', 'ritahayworth', 'vanheflin']",robertrossen,"['cavalry', 'medalofhonor']","['action', 'adventure', 'drama']","['cavalry', 'medalofhonor', 'garycooper', 'ritahayworth', 'vanheflin', 'robertrossen', 'action', 'adventure', 'drama']"
8096,Blue Spring,"['松田龙平', 'hirofumiarai', 'sousuketakaoka']",toshiakitoyoda,[],"['thriller', 'drama', 'action']","['松田龙平', 'hirofumiarai', 'sousuketakaoka', 'toshiakitoyoda', 'thriller', 'drama', 'action']"
8097,Story of Women,"['isabellehuppert', 'françoiscluzet', 'nilstavernier']",claudechabrol,"['france', 'nazicollaborator', 'occupiedfrance']",['drama'],"['france', 'nazicollaborator', 'occupiedfrance', 'isabellehuppert', 'françoiscluzet', 'nilstavernier', 'claudechabrol', 'drama']"
8098,Attack the Gas Station!,"['leesung-jae', 'yuoh-seong', 'kangseong-jin']",kimsang-jin,"['robbery', 'anarchist', 'petrolstationrobbery']","['action', 'comedy']","['robbery', 'anarchist', 'petrolstationrobbery', 'leesung-jae', 'yuoh-seong', 'kangseong-jin', 'kimsang-jin', 'action', 'comedy']"
8099,Masques,"['philippenoiret', 'robinrenucci', 'bernadettelafont']",claudechabrol,['hitchcockian'],"['crime', 'thriller', 'foreign']","['hitchcockian', 'philippenoiret', 'robinrenucci', 'bernadettelafont', 'claudechabrol', 'crime', 'thriller', 'foreign']"
8100,Harold & Kumar Go to White Castle,"['johncho', 'kalpenn', 'paulagarcés']",dannyleiner,"['brotherbrotherrelationship', 'amsterdam', 'trip']","['comedy', 'adventure']","['brotherbrotherrelationship', 'amsterdam', 'trip', 'johncho', 'kalpenn', 'paulagarcés', 'dannyleiner', 'comedy', 'adventure']"
8101,The Princess Diaries 2: Royal Engagement,"['annehathaway', 'julieandrews', 'héctorelizondo']",garrymarshall,"['coronation', 'duty', 'marriage']","['comedy', 'drama', 'family']","['coronation', 'duty', 'marriage', 'annehathaway', 'julieandrews', 'héctorelizondo', 'garrymarshall', 'comedy', 'drama', 'family']"
8102,Danny Deckchair,"['rhysifans', 'mirandaotto', 'justineclarke']",jeffbalsmeyer,['independentfilm'],"['comedy', 'romance']","['independentfilm', 'rhysifans', 'mirandaotto', 'justineclarke', 'jeffbalsmeyer', 'comedy', 'romance']"
8103,AVP: Alien vs. Predator,"['sanaalathan', 'raoulbova', 'ewenbremner']",paulw.s.anderson,"['savingtheworld', 'predator', 'laserpointer']","['adventure', 'sciencefiction', 'action']","['savingtheworld', 'predator', 'laserpointer', 'sanaalathan', 'raoulbova', 'ewenbremner', 'paulw.s.anderson', 'adventure', 'sciencefiction', 'action']"
8104,Yu-Gi-Oh! The Movie,[],hatsukitsuji,"['monster', 'cardgame', 'fight']","['adventure', 'fantasy', 'animation']","['monster', 'cardgame', 'fight', 'hatsukitsuji', 'adventure', 'fantasy', 'animation']"
8105,Novo,"['eduardonoriega', 'annamouglalis', 'pazvega']",jean-pierrelimosin,[],"['drama', 'comedy', 'romance']","['eduardonoriega', 'annamouglalis', 'pazvega', 'jean-pierrelimosin', 'drama', 'comedy', 'romance']"
8106,We Don't Live Here Anymore,"['markruffalo', 'lauradern', 'peterkrause']",johncurran,"['adultery', 'loyalty', 'forbiddenlove']","['drama', 'romance']","['adultery', 'loyalty', 'forbiddenlove', 'markruffalo', 'lauradern', 'peterkrause', 'johncurran', 'drama', 'romance']"
8107,Without a Paddle,"['sethgreen', 'matthewlillard', 'daxshepard']",stevenbrill,"['deathofafriend', 'treasurehunt']","['action', 'adventure', 'comedy']","['deathofafriend', 'treasurehunt', 'sethgreen', 'matthewlillard', 'daxshepard', 'stevenbrill', 'action', 'adventure', 'comedy']"
8108,Exorcist: The Beginning,"['stellanskarsgård', 'izabellascorupco', ""jamesd'arcy""]",rennyharlin,"['secret', 'obsession', 'exorcism']","['horror', 'mystery', 'thriller']","['secret', 'obsession', 'exorcism', 'stellanskarsgård', 'izabellascorupco', ""jamesd'arcy"", 'rennyharlin', 'horror', 'mystery', 'thriller']"
8109,Speedway,"['elvispresley', 'nancysinatra', 'billbixby']",normantaurog,"['musical', 'elvis', 'racing']","['comedy', 'action', 'drama']","['musical', 'elvis', 'racing', 'elvispresley', 'nancysinatra', 'billbixby', 'normantaurog', 'comedy', 'action', 'drama']"
8110,The Trouble with Girls,"['elvispresley', 'shereenorth', 'marlynmason']",petertewksbury,"['tent', 'lecture', 'chautauqua']","['drama', 'comedy', 'music']","['tent', 'lecture', 'chautauqua', 'elvispresley', 'shereenorth', 'marlynmason', 'petertewksbury', 'drama', 'comedy', 'music']"
8111,It Happened at the World's Fair,"['elvispresley', ""joano'brien"", 'garylockwood']",normantaurog,"['airplane', 'universalexhibition', 'elvis']","['comedy', 'music', 'romance']","['airplane', 'universalexhibition', 'elvis', 'elvispresley', ""joano'brien"", 'garylockwood', 'normantaurog', 'comedy', 'music', 'romance']"
8112,Double Trouble,"['elvispresley', 'anetteday', 'johnwilliams']",normantaurog,"['musician', 'elvis', 'romanticcomedy']","['comedy', 'music', 'romance']","['musician', 'elvis', 'romanticcomedy', 'elvispresley', 'anetteday', 'johnwilliams', 'normantaurog', 'comedy', 'music', 'romance']"
8113,Spinout,"['elvispresley', 'shelleyfabares', 'dianemcbain']",normantaurog,"['elvis', 'rockband', 'heiress']","['drama', 'comedy', 'music']","['elvis', 'rockband', 'heiress', 'elvispresley', 'shelleyfabares', 'dianemcbain', 'normantaurog', 'drama', 'comedy', 'music']"
8114,Harum Scarum,"['elvispresley', 'maryannmobley', 'franjeffries']",genenelson,"['blackmail', 'elvis', 'sheik']","['comedy', 'crime', 'drama']","['blackmail', 'elvis', 'sheik', 'elvispresley', 'maryannmobley', 'franjeffries', 'genenelson', 'comedy', 'crime', 'drama']"
8115,The Spaceman and King Arthur,"['jimdale', 'kennethmore', 'ronmoody']",russmayberry,[],"['comedy', 'fantasy', 'sciencefiction']","['jimdale', 'kennethmore', 'ronmoody', 'russmayberry', 'comedy', 'fantasy', 'sciencefiction']"
8116,The Sting II,"['jackiegleason', 'macdavis', 'terigarr']",jeremykagan,"['conman', 'surpriseending', 'rollercoaster']","['action', 'comedy', 'drama']","['conman', 'surpriseending', 'rollercoaster', 'jackiegleason', 'macdavis', 'terigarr', 'jeremykagan', 'action', 'comedy', 'drama']"
8117,If a Man Answers,"['sandradee', 'bobbydarin', 'michelinepresle']",henrylevin,[],"['comedy', 'romance']","['sandradee', 'bobbydarin', 'michelinepresle', 'henrylevin', 'comedy', 'romance']"
8118,Cheerleader Camp,"['betsyrussell', 'leifgarrett', 'lucindadickey']",johnquinn,"['femalenudity', 'nudity', 'cheerleader']","['horror', 'comedy', 'thriller']","['femalenudity', 'nudity', 'cheerleader', 'betsyrussell', 'leifgarrett', 'lucindadickey', 'johnquinn', 'horror', 'comedy', 'thriller']"
8119,Human Resources,"['jalillespert', 'jean-claudevallod', 'didieremile-woldemard']",laurentcantet,[],['drama'],"['jalillespert', 'jean-claudevallod', 'didieremile-woldemard', 'laurentcantet', 'drama']"
8120,Bill Cosby: Himself,['billcosby'],billcosby,[],['comedy'],"['billcosby', 'billcosby', 'comedy']"
8121,Dead Ringer,"['bettedavis', 'karlmalden', 'peterlawford']",paulhenreid,"['twinsister', 'twins']","['crime', 'drama', 'thriller']","['twinsister', 'twins', 'bettedavis', 'karlmalden', 'peterlawford', 'paulhenreid', 'crime', 'drama', 'thriller']"
8122,Benji: Off the Leash!,"['nickwhitaker', 'natebynum', 'chriskendrick']",joecamp,[],"['drama', 'family']","['nickwhitaker', 'natebynum', 'chriskendrick', 'joecamp', 'drama', 'family']"
8123,Anacondas: The Hunt for the Blood Orchid,"['johnnymessner', 'kadeestrickland', 'matthewmarsden']",dwighth.little,"['snake', 'expedition', 'traitor']","['adventure', 'action', 'horror']","['snake', 'expedition', 'traitor', 'johnnymessner', 'kadeestrickland', 'matthewmarsden', 'dwighth.little', 'adventure', 'action', 'horror']"
8124,Suspect Zero,"['carrie-annemoss', 'aaroneckhart', 'benkingsley']",e.eliasmerhige,['serialkiller'],"['crime', 'thriller']","['serialkiller', 'carrie-annemoss', 'aaroneckhart', 'benkingsley', 'e.eliasmerhige', 'crime', 'thriller']"
8125,Warriors of Heaven and Earth,"['jiangwen', 'kiichinakai', 'wangxue-qi']",heping,"['cavalry', 'wuxiafiction', 'swordandsandal']","['drama', 'action', 'adventure']","['cavalry', 'wuxiafiction', 'swordandsandal', 'jiangwen', 'kiichinakai', 'wangxue-qi', 'heping', 'drama', 'action', 'adventure']"
8126,Vanity Fair,"['reesewitherspoon', 'jamespurefoy', 'jonathanrhysmeyers']",miranair,"['londonengland', 'britishempire', 'lover']","['drama', 'romance']","['londonengland', 'britishempire', 'lover', 'reesewitherspoon', 'jamespurefoy', 'jonathanrhysmeyers', 'miranair', 'drama', 'romance']"
8127,The Cookout,"['jarule', 'timmeadows', 'jeniferlewis']",lancerivera,['comedy'],"['comedy', 'drama']","['comedy', 'jarule', 'timmeadows', 'jeniferlewis', 'lancerivera', 'comedy', 'drama']"
8128,Paparazzi,"['colehauser', 'robintunney', 'dennisfarina']",paulabascal,['independentfilm'],"['action', 'drama', 'thriller']","['independentfilm', 'colehauser', 'robintunney', 'dennisfarina', 'paulabascal', 'action', 'drama', 'thriller']"
8129,Wicker Park,"['joshhartnett', 'rosebyrne', 'matthewlillard']",paulmcguigan,"[""loveofone'slife"", 'leave', 'look-alike']","['drama', 'mystery', 'romance']","[""loveofone'slife"", 'leave', 'look-alike', 'joshhartnett', 'rosebyrne', 'matthewlillard', 'paulmcguigan', 'drama', 'mystery', 'romance']"
8130,Triggermen,"['petepostlethwaite', 'donniewahlberg', 'michaelrapaport']",johnbradshaw,[],"['action', 'comedy', 'thriller']","['petepostlethwaite', 'donniewahlberg', 'michaelrapaport', 'johnbradshaw', 'action', 'comedy', 'thriller']"
8131,Alice Doesn't Live Here Anymore,"['ellenburstyn', 'kriskristofferson', 'alfredlutter']",martinscorsese,"['waitress', 'widow']","['drama', 'romance']","['waitress', 'widow', 'ellenburstyn', 'kriskristofferson', 'alfredlutter', 'martinscorsese', 'drama', 'romance']"
8132,The Mangler,"['robertenglund', 'tedlevine', 'jeremycrutchley']",tobehooper,"['crushed', 'livingmachine']","['drama', 'horror', 'sciencefiction']","['crushed', 'livingmachine', 'robertenglund', 'tedlevine', 'jeremycrutchley', 'tobehooper', 'drama', 'horror', 'sciencefiction']"
8133,Who's That Knocking at My Door,"['zinabethune', 'harveykeitel', 'annecollette']",martinscorsese,"['italianamerican', 'catholicguilt']","['drama', 'romance']","['italianamerican', 'catholicguilt', 'zinabethune', 'harveykeitel', 'annecollette', 'martinscorsese', 'drama', 'romance']"
8134,Seeing Other People,"['jaymohr', 'juliannenicholson', 'joshcharles']",wallacewolodarsky,"['infidelity', 'marriage', 'independentfilm']","['comedy', 'drama', 'romance']","['infidelity', 'marriage', 'independentfilm', 'jaymohr', 'juliannenicholson', 'joshcharles', 'wallacewolodarsky', 'comedy', 'drama', 'romance']"
8135,Past Midnight,"['rutgerhauer', 'natasharichardson', 'clancybrown']",janeliasberg,"['socialworker', 'policeofficerkilled', 'womandirector']","['drama', 'mystery', 'romance']","['socialworker', 'policeofficerkilled', 'womandirector', 'rutgerhauer', 'natasharichardson', 'clancybrown', 'janeliasberg', 'drama', 'mystery', 'romance']"
8136,A Million to Juan,"['paulrodríguez', 'gerardomejía', 'jonathanhernandez']",paulrodríguez,"['restaurant', 'community', 'familyrelationships']",['comedy'],"['restaurant', 'community', 'familyrelationships', 'paulrodríguez', 'gerardomejía', 'jonathanhernandez', 'paulrodríguez', 'comedy']"
8137,Camera Buff,"['jerzystuhr', 'malgorzatazabkowska', 'ewapokas']",krzysztofkieślowski,[],"['drama', 'comedy']","['jerzystuhr', 'malgorzatazabkowska', 'ewapokas', 'krzysztofkieślowski', 'drama', 'comedy']"
8138,No End,"['grażynaszapołowska', 'mariapakulnis', 'aleksanderbardini']",krzysztofkieślowski,"['newlove', 'heartattack', 'courtcase']","['drama', 'fantasy']","['newlove', 'heartattack', 'courtcase', 'grażynaszapołowska', 'mariapakulnis', 'aleksanderbardini', 'krzysztofkieślowski', 'drama', 'fantasy']"
8139,Highwaymen,"['jimcaviezel', 'rhonamitra', 'frankiefaison']",robertharmon,"['carcrash', 'serialkiller', 'seriesofmurders']","['action', 'crime', 'thriller']","['carcrash', 'serialkiller', 'seriesofmurders', 'jimcaviezel', 'rhonamitra', 'frankiefaison', 'robertharmon', 'action', 'crime', 'thriller']"
8140,Graffiti Bridge,"['prince', 'ingridchavez', 'morrisday']",prince,"['nightclub', 'rockmusic']","['drama', 'music']","['nightclub', 'rockmusic', 'prince', 'ingridchavez', 'morrisday', 'prince', 'drama', 'music']"
8141,I Vitelloni,"['francointerlenghi', 'albertosordi', 'francofabrizi']",federicofellini,"['ladykiller', 'friendship', 'pregnancy']","['comedy', 'drama']","['ladykiller', 'friendship', 'pregnancy', 'francointerlenghi', 'albertosordi', 'francofabrizi', 'federicofellini', 'comedy', 'drama']"
8142,Under the Cherry Moon,"['prince', 'kristinscottthomas', 'jeromebenton']",prince,"['mediterranean', 'love', 'motherdaughterrelationship']","['comedy', 'music', 'romance']","['mediterranean', 'love', 'motherdaughterrelationship', 'prince', 'kristinscottthomas', 'jeromebenton', 'prince', 'comedy', 'music', 'romance']"
8143,Flipper,"['chuckconnors', 'lukehalpin', 'conniescott']",jamesb.clark,"['dolphin', 'boat', 'hurricane']","['adventure', 'drama', 'family']","['dolphin', 'boat', 'hurricane', 'chuckconnors', 'lukehalpin', 'conniescott', 'jamesb.clark', 'adventure', 'drama', 'family']"
8144,Smile,"['brucedern', 'barbarafeldon', 'michaelkidd']",michaelritchie,['beautypageant'],['comedy'],"['beautypageant', 'brucedern', 'barbarafeldon', 'michaelkidd', 'michaelritchie', 'comedy']"
8145,Lord Jim,"[""petero'toole"", 'jamesmason', 'curdjürgens']",richardbrooks,"['book', 'drama']","['action', 'adventure', 'drama']","['book', 'drama', ""petero'toole"", 'jamesmason', 'curdjürgens', 'richardbrooks', 'action', 'adventure', 'drama']"
8146,A Small Circle of Friends,"['braddavis', 'karenallen', 'jamesonparker']",robcohen,[],"['drama', 'romance']","['braddavis', 'karenallen', 'jamesonparker', 'robcohen', 'drama', 'romance']"
8147,Night of the Demons,"['cathypodewell', 'alvinalexis', 'ameliakinkade']",kevintenney,"['halloween', 'possession', 'demon']",['horror'],"['halloween', 'possession', 'demon', 'cathypodewell', 'alvinalexis', 'ameliakinkade', 'kevintenney', 'horror']"
8148,Witchboard,"['stephennichols', 'tawnykitaen', 'toddallen']",kevintenney,"['ax', 'possession', 'psychicpower']",['horror'],"['ax', 'possession', 'psychicpower', 'stephennichols', 'tawnykitaen', 'toddallen', 'kevintenney', 'horror']"
8149,Roller Boogie,"['lindablair', 'jimbray', 'beverlygarland']",markl.lester,"['rollerskates', 'disco', 'rollerskating']","['drama', 'music', 'romance']","['rollerskates', 'disco', 'rollerskating', 'lindablair', 'jimbray', 'beverlygarland', 'markl.lester', 'drama', 'music', 'romance']"
8150,Lilith,"['warrenbeatty', 'jeanseberg', 'peterfonda']",robertrossen,"['schizophrenia', 'drama', 'sociopath']","['drama', 'romance']","['schizophrenia', 'drama', 'sociopath', 'warrenbeatty', 'jeanseberg', 'peterfonda', 'robertrossen', 'drama', 'romance']"
8151,The Apple,"['catherinemarystewart', 'gracekennedy', 'allanlove']",menahemgolan,['musical'],"['fantasy', 'comedy', 'sciencefiction']","['musical', 'catherinemarystewart', 'gracekennedy', 'allanlove', 'menahemgolan', 'fantasy', 'comedy', 'sciencefiction']"
8152,Superbabies: Baby Geniuses 2,"['jonvoight', 'scottbaio', 'vanessaangel']",bobclark,"['baby', 'baseball', 'scientificstudy']","['comedy', 'family']","['baby', 'baseball', 'scientificstudy', 'jonvoight', 'scottbaio', 'vanessaangel', 'bobclark', 'comedy', 'family']"
8153,Cellular,"['chrisevans', 'kimbasinger', 'jasonstatham']",davidr.ellis,"['bank', 'mobilephone', 'telephone']","['action', 'adventure', 'crime']","['bank', 'mobilephone', 'telephone', 'chrisevans', 'kimbasinger', 'jasonstatham', 'davidr.ellis', 'action', 'adventure', 'crime']"
8154,Resident Evil: Apocalypse,"['millajovovich', 'siennaguillory', 'odedfehr']",alexanderwitt,"['martialarts', 'mutant', 'dystopia']","['horror', 'action', 'sciencefiction']","['martialarts', 'mutant', 'dystopia', 'millajovovich', 'siennaguillory', 'odedfehr', 'alexanderwitt', 'horror', 'action', 'sciencefiction']"
8155,Criminal,"['johnc.reilly', 'diegoluna', 'maggiegyllenhaal']",gregoryjacobs,"['conman', 'conartist']","['action', 'comedy', 'thriller']","['conman', 'conartist', 'johnc.reilly', 'diegoluna', 'maggiegyllenhaal', 'gregoryjacobs', 'action', 'comedy', 'thriller']"
8156,Evergreen,"['caraseymour', 'noahfleiss', 'marykayplace']",enidzentelis,['womandirector'],['drama'],"['womandirector', 'caraseymour', 'noahfleiss', 'marykayplace', 'enidzentelis', 'drama']"
8157,Mr. 3000,"['berniemac', 'angelabassett', 'michaelrispoli']",charlesstoneiii,"['baseball', 'sport']","['comedy', 'drama']","['baseball', 'sport', 'berniemac', 'angelabassett', 'michaelrispoli', 'charlesstoneiii', 'comedy', 'drama']"
8158,Sky Captain and the World of Tomorrow,"['judelaw', 'gwynethpaltrow', 'giovanniribisi']",kerryconran,"['londonengland', 'himalaya', 'journalist']","['mystery', 'action', 'thriller']","['londonengland', 'himalaya', 'journalist', 'judelaw', 'gwynethpaltrow', 'giovanniribisi', 'kerryconran', 'mystery', 'action', 'thriller']"
8159,Wimbledon,"['kirstendunst', 'paulbettany', 'samneill']",richardloncraine,"['tennis', 'newlove', 'tennisplayer']","['comedy', 'romance']","['tennis', 'newlove', 'tennisplayer', 'kirstendunst', 'paulbettany', 'samneill', 'richardloncraine', 'comedy', 'romance']"
